source	target	TF_EntrezID	TF_Ensembl_ID	target_EntrezID	Paper
BRD4	AKR1A1	NA	NA	NA	NA
BRD4	CPT2	NA	NA	NA	NA
BRD4	SERBP1	NA	NA	NA	NA
BRD4	CRYZ	NA	NA	NA	NA
BRD4	FUBP1	NA	NA	NA	NA
BRD4	SEC22B	NA	NA	NA	NA
BRD4	PSMB4	NA	NA	NA	NA
BRD4	S100A11	NA	NA	NA	NA
BRD4	RPS27	NA	NA	NA	NA
BRD4	TPM3	NA	NA	NA	NA
BRD4	PKLR	NA	NA	NA	NA
BRD4	HDGF	NA	NA	NA	NA
BRD4	COPA	NA	NA	NA	NA
BRD4	APOA2	NA	NA	NA	NA
BRD4	ALDH9A1	NA	NA	NA	NA
BRD4	PARP1	NA	NA	NA	NA
BRD4	HNRNPU	NA	NA	NA	NA
BRD4	CCT8	NA	NA	NA	NA
BRD4	GART	NA	NA	NA	NA
BRD4	CBR1	NA	NA	NA	NA
BRD4	SLC25A6	NA	NA	NA	NA
BRD4	EIF2S3	NA	NA	NA	NA
BRD4	HSD17B10	NA	NA	NA	NA
BRD4	SLC25A5	NA	NA	NA	NA
BRD4	G6PD	NA	NA	NA	NA
BRD4	TPI1	NA	NA	NA	NA
BRD4	PHB2	NA	NA	NA	NA
BRD4	STRAP	NA	NA	NA	NA
BRD4	LDHB	NA	NA	NA	NA
BRD4	TUBA1B	NA	NA	NA	NA
BRD4	METTL7A	NA	NA	NA	NA
BRD4	EIF4B	NA	NA	NA	NA
BRD4	PA2G4	NA	NA	NA	NA
BRD4	ESYT1	NA	NA	NA	NA
BRD4	MYL6	NA	NA	NA	NA
BRD4	PTGES3	NA	NA	NA	NA
BRD4	ARPC3	NA	NA	NA	NA
BRD4	RPL6	NA	NA	NA	NA
BRD4	RPLP2	NA	NA	NA	NA
BRD4	RPL27A	NA	NA	NA	NA
BRD4	HSD17B12	NA	NA	NA	NA
BRD4	GANAB	NA	NA	NA	NA
BRD4	PRDX5	NA	NA	NA	NA
BRD4	CFL1	NA	NA	NA	NA
BRD4	RPS3	NA	NA	NA	NA
BRD4	C11orf54	NA	NA	NA	NA
BRD4	ARCN1	NA	NA	NA	NA
BRD4	RPS25	NA	NA	NA	NA
BRD4	HSPA8	NA	NA	NA	NA
BRD4	GATM	NA	NA	NA	NA
BRD4	RPL4	NA	NA	NA	NA
BRD4	ETFA	NA	NA	NA	NA
BRD4	TUFM	NA	NA	NA	NA
BRD4	ALDOA	NA	NA	NA	NA
BRD4	CES2	NA	NA	NA	NA
BRD4	YWHAE	NA	NA	NA	NA
BRD4	PFN1	NA	NA	NA	NA
BRD4	ENO3	NA	NA	NA	NA
BRD4	TXNDC17	NA	NA	NA	NA
BRD4	EIF4A1	NA	NA	NA	NA
BRD4	RPL26	NA	NA	NA	NA
BRD4	POLDIP2	NA	NA	NA	NA
BRD4	ALDOC	NA	NA	NA	NA
BRD4	RPL23A	NA	NA	NA	NA
BRD4	PSMD11	NA	NA	NA	NA
BRD4	RPL19	NA	NA	NA	NA
BRD4	RPL27	NA	NA	NA	NA
BRD4	KPNB1	NA	NA	NA	NA
BRD4	NME2	NA	NA	NA	NA
BRD4	PSMC5	NA	NA	NA	NA
BRD4	SLC9A3R1	NA	NA	NA	NA
BRD4	ACOX1	NA	NA	NA	NA
BRD4	P4HB	NA	NA	NA	NA
BRD4	ARHGDIA	NA	NA	NA	NA
BRD4	FASN	NA	NA	NA	NA
BRD4	FKBP1A	NA	NA	NA	NA
BRD4	APMAP	NA	NA	NA	NA
BRD4	CHMP4B	NA	NA	NA	NA
BRD4	EIF6	NA	NA	NA	NA
BRD4	RPN2	NA	NA	NA	NA
BRD4	YWHAB	NA	NA	NA	NA
BRD4	GDI2	NA	NA	NA	NA
BRD4	NUDT5	NA	NA	NA	NA
BRD4	HNRNPF	NA	NA	NA	NA
BRD4	ANXA11	NA	NA	NA	NA
BRD4	GLUD1	NA	NA	NA	NA
BRD4	PDLIM1	NA	NA	NA	NA
BRD4	ECHDC3	NA	NA	NA	NA
BRD4	VIM	NA	NA	NA	NA
BRD4	ITGB1	NA	NA	NA	NA
BRD4	HNRNPH3	NA	NA	NA	NA
BRD4	PBLD	NA	NA	NA	NA
BRD4	PPA1	NA	NA	NA	NA
BRD4	VCL	NA	NA	NA	NA
BRD4	VDAC2	NA	NA	NA	NA
BRD4	PPIF	NA	NA	NA	NA
BRD4	ACTR1A	NA	NA	NA	NA
BRD4	GSTO1	NA	NA	NA	NA
BRD4	EIF3A	NA	NA	NA	NA
BRD4	PRDX3	NA	NA	NA	NA
BRD4	ACADSB	NA	NA	NA	NA
BRD4	ECHS1	NA	NA	NA	NA
BRD4	TALDO1	NA	NA	NA	NA
BRD4	CTSD	NA	NA	NA	NA
BRD4	TPP1	NA	NA	NA	NA
BRD4	LDHA	NA	NA	NA	NA
BRD4	HTATIP2	NA	NA	NA	NA
BRD4	CD59	NA	NA	NA	NA
BRD4	AHNAK	NA	NA	NA	NA
BRD4	EEF1G	NA	NA	NA	NA
BRD4	STIP1	NA	NA	NA	NA
BRD4	PC	NA	NA	NA	NA
BRD4	NDUFV1	NA	NA	NA	NA
BRD4	CPT1A	NA	NA	NA	NA
BRD4	CTTN	NA	NA	NA	NA
BRD4	ACAT1	NA	NA	NA	NA
BRD4	RDX	NA	NA	NA	NA
BRD4	DLAT	NA	NA	NA	NA
BRD4	APOA1	NA	NA	NA	NA
BRD4	HYOU1	NA	NA	NA	NA
BRD4	STT3A	NA	NA	NA	NA
BRD4	FKBP4	NA	NA	NA	NA
BRD4	GAPDH	NA	NA	NA	NA
BRD4	GPD1	NA	NA	NA	NA
BRD4	HNRNPA1	NA	NA	NA	NA
BRD4	RPS26	NA	NA	NA	NA
BRD4	CS	NA	NA	NA	NA
BRD4	SHMT2	NA	NA	NA	NA
BRD4	CCT2	NA	NA	NA	NA
BRD4	EEA1	NA	NA	NA	NA
BRD4	SLC25A3	NA	NA	NA	NA
BRD4	HSP90B1	NA	NA	NA	NA
BRD4	TXNRD1	NA	NA	NA	NA
BRD4	CKAP4	NA	NA	NA	NA
BRD4	CORO1C	NA	NA	NA	NA
BRD4	ATP2A2	NA	NA	NA	NA
BRD4	ERP29	NA	NA	NA	NA
BRD4	PEBP1	NA	NA	NA	NA
BRD4	RPLP0	NA	NA	NA	NA
BRD4	ACADS	NA	NA	NA	NA
BRD4	RAN	NA	NA	NA	NA
BRD4	GLDC	NA	NA	NA	NA
BRD4	PLIN2	NA	NA	NA	NA
BRD4	VCP	NA	NA	NA	NA
BRD4	GRHPR	NA	NA	NA	NA
BRD4	ALDH1B1	NA	NA	NA	NA
BRD4	TJP2	NA	NA	NA	NA
BRD4	SEC61B	NA	NA	NA	NA
BRD4	RAD23B	NA	NA	NA	NA
BRD4	TXN	NA	NA	NA	NA
BRD4	HSDL2	NA	NA	NA	NA
BRD4	AK1	NA	NA	NA	NA
BRD4	SPTAN1	NA	NA	NA	NA
BRD4	TUBB4B	NA	NA	NA	NA
BRD4	NSFL1C	NA	NA	NA	NA
BRD4	DSTN	NA	NA	NA	NA
BRD4	RRBP1	NA	NA	NA	NA
BRD4	AHCY	NA	NA	NA	NA
BRD4	GSS	NA	NA	NA	NA
BRD4	CTSZ	NA	NA	NA	NA
BRD4	PSMA7	NA	NA	NA	NA
BRD4	SLC25A1	NA	NA	NA	NA
BRD4	YWHAH	NA	NA	NA	NA
BRD4	RTCB	NA	NA	NA	NA
BRD4	TST	NA	NA	NA	NA
BRD4	MPST	NA	NA	NA	NA
BRD4	RPL3	NA	NA	NA	NA
BRD4	ST13	NA	NA	NA	NA
BRD4	ACO2	NA	NA	NA	NA
BRD4	XRCC6	NA	NA	NA	NA
BRD4	CYB5R3	NA	NA	NA	NA
BRD4	TYMP	NA	NA	NA	NA
BRD4	RPS7	NA	NA	NA	NA
BRD4	YWHAQ	NA	NA	NA	NA
BRD4	RAB10	NA	NA	NA	NA
BRD4	HADHA	NA	NA	NA	NA
BRD4	HADHB	NA	NA	NA	NA
BRD4	LRPPRC	NA	NA	NA	NA
BRD4	CCT4	NA	NA	NA	NA
BRD4	MDH1	NA	NA	NA	NA
BRD4	UGP2	NA	NA	NA	NA
BRD4	GFPT1	NA	NA	NA	NA
BRD4	SUCLG1	NA	NA	NA	NA
BRD4	MAT2A	NA	NA	NA	NA
BRD4	IMMT	NA	NA	NA	NA
BRD4	HNRNPA3	NA	NA	NA	NA
BRD4	HIBCH	NA	NA	NA	NA
BRD4	CPS1	NA	NA	NA	NA
BRD4	ATIC	NA	NA	NA	NA
BRD4	TUBA4A	NA	NA	NA	NA
BRD4	NCL	NA	NA	NA	NA
BRD4	LRRFIP1	NA	NA	NA	NA
BRD4	HDLBP	NA	NA	NA	NA
BRD4	PNP	NA	NA	NA	NA
BRD4	HNRNPC	NA	NA	NA	NA
BRD4	PSMB5	NA	NA	NA	NA
BRD4	DHRS4	NA	NA	NA	NA
BRD4	PCK2	NA	NA	NA	NA
BRD4	PSME2	NA	NA	NA	NA
BRD4	CFL2	NA	NA	NA	NA
BRD4	SEC23A	NA	NA	NA	NA
BRD4	PSMC6	NA	NA	NA	NA
BRD4	LGALS3	NA	NA	NA	NA
BRD4	DHRS7	NA	NA	NA	NA
BRD4	MTHFD1	NA	NA	NA	NA
BRD4	EIF2S1	NA	NA	NA	NA
BRD4	ALDH6A1	NA	NA	NA	NA
BRD4	TMED10	NA	NA	NA	NA
BRD4	HSP90AA1	NA	NA	NA	NA
BRD4	INF2	NA	NA	NA	NA
BRD4	PRDX4	NA	NA	NA	NA
BRD4	UBA1	NA	NA	NA	NA
BRD4	MSN	NA	NA	NA	NA
BRD4	NONO	NA	NA	NA	NA
BRD4	RPS4X	NA	NA	NA	NA
BRD4	PGK1	NA	NA	NA	NA
BRD4	PLS3	NA	NA	NA	NA
BRD4	PGRMC1	NA	NA	NA	NA
BRD4	AIFM1	NA	NA	NA	NA
BRD4	RBMX	NA	NA	NA	NA
BRD4	SSR4	NA	NA	NA	NA
BRD4	FLNA	NA	NA	NA	NA
BRD4	RPL10	NA	NA	NA	NA
BRD4	ACAA1	NA	NA	NA	NA
BRD4	RPL14	NA	NA	NA	NA
BRD4	MAP4	NA	NA	NA	NA
BRD4	UQCRC1	NA	NA	NA	NA
BRD4	IMPDH2	NA	NA	NA	NA
BRD4	GPX1	NA	NA	NA	NA
BRD4	RPL29	NA	NA	NA	NA
BRD4	TKT	NA	NA	NA	NA
BRD4	FLNB	NA	NA	NA	NA
BRD4	GBE1	NA	NA	NA	NA
BRD4	ATP6V1A	NA	NA	NA	NA
BRD4	PCCB	NA	NA	NA	NA
BRD4	PLOD2	NA	NA	NA	NA
BRD4	TFRC	NA	NA	NA	NA
BRD4	BDH1	NA	NA	NA	NA
BRD4	TUBB2A	NA	NA	NA	NA
BRD4	ECI2	NA	NA	NA	NA
BRD4	DSP	NA	NA	NA	NA
BRD4	TXNDC5	NA	NA	NA	NA
BRD4	TUBB	NA	NA	NA	NA
BRD4	SRSF3	NA	NA	NA	NA
BRD4	SYNCRIP	NA	NA	NA	NA
BRD4	RPS12	NA	NA	NA	NA
BRD4	SOD2	NA	NA	NA	NA
BRD4	ACAT2	NA	NA	NA	NA
BRD4	TCP1	NA	NA	NA	NA
BRD4	HSPH1	NA	NA	NA	NA
BRD4	TPT1	NA	NA	NA	NA
BRD4	ESD	NA	NA	NA	NA
BRD4	LMO7	NA	NA	NA	NA
BRD4	CTSB	NA	NA	NA	NA
BRD4	ATP6V1B2	NA	NA	NA	NA
BRD4	DPYSL2	NA	NA	NA	NA
BRD4	CLU	NA	NA	NA	NA
BRD4	VDAC3	NA	NA	NA	NA
BRD4	CA2	NA	NA	NA	NA
BRD4	DECR1	NA	NA	NA	NA
BRD4	UQCRB	NA	NA	NA	NA
BRD4	PABPC1	NA	NA	NA	NA
BRD4	EIF3E	NA	NA	NA	NA
BRD4	NAPRT	NA	NA	NA	NA
BRD4	EEF1D	NA	NA	NA	NA
BRD4	PLEC	NA	NA	NA	NA
BRD4	RPL8	NA	NA	NA	NA
BRD4	SDHA	NA	NA	NA	NA
BRD4	CMBL	NA	NA	NA	NA
BRD4	NADK2	NA	NA	NA	NA
BRD4	HMGCS1	NA	NA	NA	NA
BRD4	NNT	NA	NA	NA	NA
BRD4	TBCA	NA	NA	NA	NA
BRD4	RPS23	NA	NA	NA	NA
BRD4	CAST	NA	NA	NA	NA
BRD4	SNX2	NA	NA	NA	NA
BRD4	VDAC1	NA	NA	NA	NA
BRD4	HSPA9	NA	NA	NA	NA
BRD4	CTNNA1	NA	NA	NA	NA
BRD4	MATR3	NA	NA	NA	NA
BRD4	ANXA6	NA	NA	NA	NA
BRD4	NPM1	NA	NA	NA	NA
BRD4	HNRNPAB	NA	NA	NA	NA
BRD4	RPL22	NA	NA	NA	NA
BRD4	ENO1	NA	NA	NA	NA
BRD4	PGD	NA	NA	NA	NA
BRD4	SRM	NA	NA	NA	NA
BRD4	SDHB	NA	NA	NA	NA
BRD4	AKR7A2	NA	NA	NA	NA
BRD4	CAPZB	NA	NA	NA	NA
BRD4	HNRNPR	NA	NA	NA	NA
BRD4	HMGCL	NA	NA	NA	NA
BRD4	NUDC	NA	NA	NA	NA
BRD4	AK2	NA	NA	NA	NA
BRD4	SFPQ	NA	NA	NA	NA
BRD4	RPS8	NA	NA	NA	NA
BRD4	CMPK1	NA	NA	NA	NA
BRD4	ECHDC2	NA	NA	NA	NA
BRD4	SCP2	NA	NA	NA	NA
BRD4	PGM1	NA	NA	NA	NA
BRD4	ACADM	NA	NA	NA	NA
BRD4	DDAH1	NA	NA	NA	NA
BRD4	AGL	NA	NA	NA	NA
BRD4	PSMA5	NA	NA	NA	NA
BRD4	CSDE1	NA	NA	NA	NA
BRD4	ATP1A1	NA	NA	NA	NA
BRD4	PHGDH	NA	NA	NA	NA
BRD4	FMO5	NA	NA	NA	NA
BRD4	S100A6	NA	NA	NA	NA
BRD4	LMNA	NA	NA	NA	NA
BRD4	CCT3	NA	NA	NA	NA
BRD4	TAGLN2	NA	NA	NA	NA
BRD4	PRDX6	NA	NA	NA	NA
BRD4	EPHX1	NA	NA	NA	NA
BRD4	FH	NA	NA	NA	NA
BRD4	SCCPDH	NA	NA	NA	NA
BRD4	PFKL	NA	NA	NA	NA
BRD4	HNRNPA2B1	NA	NA	NA	NA
BRD4	HIBADH	NA	NA	NA	NA
BRD4	PSMA2	NA	NA	NA	NA
BRD4	OGDH	NA	NA	NA	NA
BRD4	ASL	NA	NA	NA	NA
BRD4	POR	NA	NA	NA	NA
BRD4	HSPB1	NA	NA	NA	NA
BRD4	YWHAG	NA	NA	NA	NA
BRD4	SLC25A13	NA	NA	NA	NA
BRD4	NAMPT	NA	NA	NA	NA
BRD4	AKR1B1	NA	NA	NA	NA
BRD4	GSTK1	NA	NA	NA	NA
BRD4	ZYX	NA	NA	NA	NA
BRD4	PDIA4	NA	NA	NA	NA
BRD4	USP14	NA	NA	NA	NA
BRD4	RPL17	NA	NA	NA	NA
BRD4	ACAA2	NA	NA	NA	NA
BRD4	GAMT	NA	NA	NA	NA
BRD4	EEF2	NA	NA	NA	NA
BRD4	KHSRP	NA	NA	NA	NA
BRD4	RPS28	NA	NA	NA	NA
BRD4	HNRNPM	NA	NA	NA	NA
BRD4	PRDX2	NA	NA	NA	NA
BRD4	PGLS	NA	NA	NA	NA
BRD4	PEPD	NA	NA	NA	NA
BRD4	GPI	NA	NA	NA	NA
BRD4	ACTN4	NA	NA	NA	NA
BRD4	TIMM50	NA	NA	NA	NA
BRD4	BLVRB	NA	NA	NA	NA
BRD4	APOE	NA	NA	NA	NA
BRD4	RPL18	NA	NA	NA	NA
BRD4	FTL	NA	NA	NA	NA
BRD4	PPP2R1A	NA	NA	NA	NA
BRD4	RPS9	NA	NA	NA	NA
BRD4	SLC27A5	NA	NA	NA	NA
BRD4	IVD	NA	NA	NA	NA
BRD4	PDIA3	NA	NA	NA	NA
BRD4	SORD	NA	NA	NA	NA
BRD4	ANXA2	NA	NA	NA	NA
BRD4	TPM1	NA	NA	NA	NA
BRD4	PPIB	NA	NA	NA	NA
BRD4	CLPX	NA	NA	NA	NA
BRD4	ANP32A	NA	NA	NA	NA
BRD4	PKM	NA	NA	NA	NA
BRD4	COX5A	NA	NA	NA	NA
BRD4	PSMA4	NA	NA	NA	NA
BRD4	IDH2	NA	NA	NA	NA
BRD4	DECR2	NA	NA	NA	NA
BRD4	HAGH	NA	NA	NA	NA
BRD4	RPS2	NA	NA	NA	NA
BRD4	TRAP1	NA	NA	NA	NA
BRD4	PPL	NA	NA	NA	NA
BRD4	UQCRC2	NA	NA	NA	NA
BRD4	MVP	NA	NA	NA	NA
BRD4	GOT2	NA	NA	NA	NA
BRD4	COX4I1	NA	NA	NA	NA
BRD4	RPL13	NA	NA	NA	NA
BRD4	QDPR	NA	NA	NA	NA
BRD4	LAP3	NA	NA	NA	NA
BRD4	UGDH	NA	NA	NA	NA
BRD4	PAICS	NA	NA	NA	NA
BRD4	USO1	NA	NA	NA	NA
BRD4	HNRNPDL	NA	NA	NA	NA
BRD4	ADH5	NA	NA	NA	NA
BRD4	PPA2	NA	NA	NA	NA
BRD4	AIMP1	NA	NA	NA	NA
BRD4	HADH	NA	NA	NA	NA
BRD4	ANXA5	NA	NA	NA	NA
BRD4	ACSL1	NA	NA	NA	NA
BRD4	ACADVL	NA	NA	NA	NA
BRD4	SHMT1	NA	NA	NA	NA
BRD4	ALDH3A2	NA	NA	NA	NA
BRD4	VTN	NA	NA	NA	NA
BRD4	PIPOX	NA	NA	NA	NA
BRD4	RPL23	NA	NA	NA	NA
BRD4	LASP1	NA	NA	NA	NA
BRD4	PSMD3	NA	NA	NA	NA
BRD4	JUP	NA	NA	NA	NA
BRD4	ACLY	NA	NA	NA	NA
BRD4	RAB5C	NA	NA	NA	NA
BRD4	PHB	NA	NA	NA	NA
BRD4	LRRC59	NA	NA	NA	NA
BRD4	NME1-NME2	NA	NA	NA	NA
BRD4	CLTC	NA	NA	NA	NA
BRD4	PRKAR1A	NA	NA	NA	NA
BRD4	RPL38	NA	NA	NA	NA
BRD4	GALK1	NA	NA	NA	NA
BRD4	EIF4A3	NA	NA	NA	NA
BRD4	DCXR	NA	NA	NA	NA
BRD4	PSMA3	NA	NA	NA	NA
BRD4	FTCD	NA	NA	NA	NA
BRD4	LSS	NA	NA	NA	NA
BRD4	PLIN3	NA	NA	NA	NA
BRD4	C3	NA	NA	NA	NA
BRD4	NUCB1	NA	NA	NA	NA
BRD4	CYB5A	NA	NA	NA	NA
BRD4	APOL2	NA	NA	NA	NA
BRD4	KRT10	NA	NA	NA	NA
BRD4	B2M	NA	NA	NA	NA
BRD4	RPL10A	NA	NA	NA	NA
BRD4	ANXA1	NA	NA	NA	NA
BRD4	HSPA5	NA	NA	NA	NA
BRD4	PITRM1	NA	NA	NA	NA
BRD4	PSAP	NA	NA	NA	NA
BRD4	GOT1	NA	NA	NA	NA
BRD4	PDIA5	NA	NA	NA	NA
BRD4	CAPG	NA	NA	NA	NA
BRD4	FN1	NA	NA	NA	NA
BRD4	CYCS	NA	NA	NA	NA
BRD4	DLD	NA	NA	NA	NA
BRD4	PRDX1	NA	NA	NA	NA
BRD4	RPL5	NA	NA	NA	NA
BRD4	RPL9	NA	NA	NA	NA
BRD4	CAT	NA	NA	NA	NA
BRD4	MTCH2	NA	NA	NA	NA
BRD4	ACTN1	NA	NA	NA	NA
BRD4	KYNU	NA	NA	NA	NA
BRD4	DPP4	NA	NA	NA	NA
BRD4	AOX1	NA	NA	NA	NA
BRD4	KRT80	NA	NA	NA	NA
BRD4	KRT7	NA	NA	NA	NA
BRD4	KRT18	NA	NA	NA	NA
BRD4	KRT8	NA	NA	NA	NA
BRD4	LRP1	NA	NA	NA	NA
BRD4	MAOA	NA	NA	NA	NA
BRD4	AKR1C3	NA	NA	NA	NA
BRD4	S100A10	NA	NA	NA	NA
BRD4	ANPEP	NA	NA	NA	NA
BRD4	DPYS	NA	NA	NA	NA
BRD4	ETFB	NA	NA	NA	NA
BRD4	TGM2	NA	NA	NA	NA
BRD4	ASS1	NA	NA	NA	NA
BRD4	SARDH	NA	NA	NA	NA
BRD4	KRT19	NA	NA	NA	NA
BRD4	KRT17	NA	NA	NA	NA
BRD4	AKR1C2	NA	NA	NA	NA
BRD4	SELENBP1	NA	NA	NA	NA
BRD4	ALDH1L1	NA	NA	NA	NA
BRD4	ALDH4A1	NA	NA	NA	NA
BRD4	HPD	NA	NA	NA	NA
BRD4	HTRA1	NA	NA	NA	NA
BRD4	STOM	NA	NA	NA	NA
CDK9	B2M	NA	NA	NA	NA
CDK9	HNRNPA3	NA	NA	NA	NA
CDK9	EZR	NA	NA	NA	NA
CDK9	RAD23B	NA	NA	NA	NA
CDK9	CFL1	NA	NA	NA	NA
CDK9	PABPC1	NA	NA	NA	NA
CDK9	YWHAZ	NA	NA	NA	NA
CDK9	RPL15	NA	NA	NA	NA
CDK9	RPN1	NA	NA	NA	NA
CDK9	AHCY	NA	NA	NA	NA
CDK9	TYMP	NA	NA	NA	NA
CDK9	ANP32A	NA	NA	NA	NA
CDK9	PKM	NA	NA	NA	NA
CDK9	ITGB1	NA	NA	NA	NA
CDK9	PSAP	NA	NA	NA	NA
CDK9	PFN1	NA	NA	NA	NA
CDK9	ENO3	NA	NA	NA	NA
CDK9	PSMD3	NA	NA	NA	NA
CDK9	JUP	NA	NA	NA	NA
CDK9	NME2	NA	NA	NA	NA
CDK9	PHB2	NA	NA	NA	NA
CDK9	EIF4B	NA	NA	NA	NA
CDK9	RPS26	NA	NA	NA	NA
CDK9	ESYT1	NA	NA	NA	NA
CDK9	CDC37	NA	NA	NA	NA
CDK9	PRDX2	NA	NA	NA	NA
CDK9	TPM4	NA	NA	NA	NA
CDK9	RPS16	NA	NA	NA	NA
CDK9	RPS19	NA	NA	NA	NA
CDK9	FTL	NA	NA	NA	NA
CDK9	RPS11	NA	NA	NA	NA
CDK9	ANXA4	NA	NA	NA	NA
CDK9	PCBP1	NA	NA	NA	NA
CDK9	LRRFIP1	NA	NA	NA	NA
CDK9	HNRNPA2B1	NA	NA	NA	NA
CDK9	TMED7	NA	NA	NA	NA
CDK9	HSPA4	NA	NA	NA	NA
CDK9	SQSTM1	NA	NA	NA	NA
CDK9	GNB1	NA	NA	NA	NA
CDK9	ACADM	NA	NA	NA	NA
CDK9	HSD17B4	NA	NA	NA	NA
CDK9	HIBADH	NA	NA	NA	NA
CDK9	OGDH	NA	NA	NA	NA
CDK9	PPIA	NA	NA	NA	NA
CDK9	CCT6A	NA	NA	NA	NA
CDK9	POR	NA	NA	NA	NA
CDK9	MDH2	NA	NA	NA	NA
CDK9	HSPB1	NA	NA	NA	NA
CDK9	YWHAG	NA	NA	NA	NA
CDK9	SLC25A13	NA	NA	NA	NA
CDK9	ARPC1B	NA	NA	NA	NA
CDK9	PMPCB	NA	NA	NA	NA
CDK9	PSMC2	NA	NA	NA	NA
CDK9	NAMPT	NA	NA	NA	NA
CDK9	DLD	NA	NA	NA	NA
CDK9	SND1	NA	NA	NA	NA
CDK9	AKR1B1	NA	NA	NA	NA
CDK9	GSTK1	NA	NA	NA	NA
CDK9	ZYX	NA	NA	NA	NA
CDK9	PDIA4	NA	NA	NA	NA
CDK9	IVD	NA	NA	NA	NA
CDK9	PDIA3	NA	NA	NA	NA
CDK9	SORD	NA	NA	NA	NA
CDK9	GATM	NA	NA	NA	NA
CDK9	ANXA2	NA	NA	NA	NA
CDK9	TPM1	NA	NA	NA	NA
CDK9	PPIB	NA	NA	NA	NA
CDK9	CLPX	NA	NA	NA	NA
CDK9	COX5A	NA	NA	NA	NA
CDK9	PSMA4	NA	NA	NA	NA
CDK9	IDH2	NA	NA	NA	NA
CDK9	FKBP4	NA	NA	NA	NA
CDK9	GAPDH	NA	NA	NA	NA
CDK9	TPI1	NA	NA	NA	NA
CDK9	LDHB	NA	NA	NA	NA
CDK9	GPD1	NA	NA	NA	NA
CDK9	HNRNPA1	NA	NA	NA	NA
CDK9	PA2G4	NA	NA	NA	NA
CDK9	MYL6	NA	NA	NA	NA
CDK9	CS	NA	NA	NA	NA
CDK9	PTGES3	NA	NA	NA	NA
CDK9	SHMT2	NA	NA	NA	NA
CDK9	CCT2	NA	NA	NA	NA
CDK9	EEA1	NA	NA	NA	NA
CDK9	SLC25A3	NA	NA	NA	NA
CDK9	HSP90B1	NA	NA	NA	NA
CDK9	TXNRD1	NA	NA	NA	NA
CDK9	ALDH1L2	NA	NA	NA	NA
CDK9	CKAP4	NA	NA	NA	NA
CDK9	CORO1C	NA	NA	NA	NA
CDK9	ATP2A2	NA	NA	NA	NA
CDK9	ERP29	NA	NA	NA	NA
CDK9	RPL6	NA	NA	NA	NA
CDK9	PEBP1	NA	NA	NA	NA
CDK9	RAN	NA	NA	NA	NA
CDK9	LETM1	NA	NA	NA	NA
CDK9	WDR1	NA	NA	NA	NA
CDK9	QDPR	NA	NA	NA	NA
CDK9	LAP3	NA	NA	NA	NA
CDK9	UGDH	NA	NA	NA	NA
CDK9	TMEM33	NA	NA	NA	NA
CDK9	OCIAD2	NA	NA	NA	NA
CDK9	PAICS	NA	NA	NA	NA
CDK9	HNRNPD	NA	NA	NA	NA
CDK9	HNRNPDL	NA	NA	NA	NA
CDK9	SEC31A	NA	NA	NA	NA
CDK9	PDLIM5	NA	NA	NA	NA
CDK9	ADH5	NA	NA	NA	NA
CDK9	HADH	NA	NA	NA	NA
CDK9	RPS3A	NA	NA	NA	NA
CDK9	ACSL1	NA	NA	NA	NA
CDK9	PDCD6IP	NA	NA	NA	NA
CDK9	ACAA1	NA	NA	NA	NA
CDK9	RPSA	NA	NA	NA	NA
CDK9	RPL14	NA	NA	NA	NA
CDK9	MAP4	NA	NA	NA	NA
CDK9	UQCRC1	NA	NA	NA	NA
CDK9	IMPDH2	NA	NA	NA	NA
CDK9	GPX1	NA	NA	NA	NA
CDK9	ACY1	NA	NA	NA	NA
CDK9	RPL29	NA	NA	NA	NA
CDK9	TKT	NA	NA	NA	NA
CDK9	FLNB	NA	NA	NA	NA
CDK9	SUCLG2	NA	NA	NA	NA
CDK9	RPL24	NA	NA	NA	NA
CDK9	ATP6V1A	NA	NA	NA	NA
CDK9	PDIA5	NA	NA	NA	NA
CDK9	SEC61A1	NA	NA	NA	NA
CDK9	COPG1	NA	NA	NA	NA
CDK9	PCCB	NA	NA	NA	NA
CDK9	PLOD2	NA	NA	NA	NA
CDK9	PSMD2	NA	NA	NA	NA
CDK9	EIF4G1	NA	NA	NA	NA
CDK9	EHHADH	NA	NA	NA	NA
CDK9	EIF4A2	NA	NA	NA	NA
CDK9	TFRC	NA	NA	NA	NA
CDK9	BDH1	NA	NA	NA	NA
CDK9	LRRC47	NA	NA	NA	NA
CDK9	RPL22	NA	NA	NA	NA
CDK9	PARK7	NA	NA	NA	NA
CDK9	ENO1	NA	NA	NA	NA
CDK9	H6PD	NA	NA	NA	NA
CDK9	PGD	NA	NA	NA	NA
CDK9	SRM	NA	NA	NA	NA
CDK9	SDHB	NA	NA	NA	NA
CDK9	AKR7A2	NA	NA	NA	NA
CDK9	CAPZB	NA	NA	NA	NA
CDK9	HNRNPR	NA	NA	NA	NA
CDK9	HMGCL	NA	NA	NA	NA
CDK9	SFN	NA	NA	NA	NA
CDK9	NUDC	NA	NA	NA	NA
CDK9	EIF3I	NA	NA	NA	NA
CDK9	AK2	NA	NA	NA	NA
CDK9	SFPQ	NA	NA	NA	NA
CDK9	PRDX1	NA	NA	NA	NA
CDK9	CMPK1	NA	NA	NA	NA
CDK9	ECHDC2	NA	NA	NA	NA
CDK9	SCP2	NA	NA	NA	NA
CDK9	CPT2	NA	NA	NA	NA
